"Date Time, GMT-10:00",Low Range,High Range,"Temp, °C ",Specific Conductance
04/29/25 6:40:00 PM,3362,3427.2,28.31,3334.4
04/29/25 6:50:00 PM,3355.7,3420.9,28.27,3330.9
04/29/25 7:00:00 PM,3346.3,3411.3,28.22,3324.9
04/29/25 7:10:00 PM,3343.1,3406.8,28.15,3325.1
04/29/25 7:20:00 PM,3334.3,3398.6,28.14,3317.8
04/29/25 7:30:00 PM,3335.6,3399.2,28.09,3321.7
04/29/25 7:40:00 PM,3328,3392.8,28.04,3318.7
04/29/25 7:50:00 PM,3323,3387.7,28.04,3313.7
04/29/25 8:00:00 PM,3324.9,3387.7,28.02,3315.1
04/29/25 8:10:00 PM,3319.9,3383.9,27.98,3314
04/29/25 8:20:00 PM,3320.5,3383.9,27.96,3315.3
04/29/25 8:30:00 PM,3312.3,3377.6,27.91,3312.4
04/29/25 8:40:00 PM,3314.2,3378.2,27.89,3314.3
04/29/25 8:50:00 PM,3312.9,3375.7,27.86,3313.9
04/29/25 9:00:00 PM,3309.8,3373.8,27.82,3314.7
04/29/25 9:10:00 PM,3309.8,3373.1,27.81,3314.6
04/29/25 9:20:00 PM,3305.4,3369.3,27.77,3313.6
04/29/25 9:30:00 PM,3302.3,3365.5,27.73,3312.5
04/29/25 9:40:00 PM,3292.9,3357.9,27.7,3307
04/29/25 9:50:00 PM,3280.3,3343.9,27.65,3296.5
04/29/25 10:00:00 PM,3283.5,3347,27.62,3301.5
04/29/25 10:10:00 PM,3277.2,3340.7,27.6,3296.6
04/29/25 10:20:00 PM,3281,3343.9,27.59,3300.4
04/29/25 10:30:00 PM,3283.5,3347,27.55,3306.2
04/29/25 10:40:00 PM,3281,3344.5,27.52,3305.7
04/29/25 10:50:00 PM,3281,3343.9,27.5,3306.4
04/29/25 11:00:00 PM,3287.2,3349.6,27.48,3313.4
04/29/25 11:10:00 PM,3282.8,3346.4,27.45,3312.2
04/29/25 11:20:00 PM,3277.8,3340.7,27.4,3309.9
04/29/25 11:30:00 PM,3276.6,3340.7,27.38,3311.2
04/29/25 11:40:00 PM,3277.8,3340.1,27.36,3312
04/29/25 11:50:00 PM,3276.6,3340.1,27.34,3313.3
04/30/25 12:00:00 AM,3275.3,3337.5,27.3,3313.4
04/30/25 12:10:00 AM,3271,3334.3,27.27,3312.2
04/30/25 12:20:00 AM,3269.1,3333.1,27.25,3312.3
04/30/25 12:30:00 AM,3258.4,3322.9,27.19,3306.2
04/30/25 12:40:00 AM,3261.6,3325.5,27.17,3310.1
04/30/25 12:50:00 AM,3254.1,3317.2,27.12,3305.2
04/30/25 1:00:00 AM,3257.2,3321.6,27.12,3309.6
04/30/25 1:10:00 AM,3260.3,3322.9,27.09,3312.9
04/30/25 1:20:00 AM,3252.2,3315.9,27.06,3307.9
04/30/25 1:30:00 AM,3254.1,3317.2,27.04,3310.5
04/30/25 1:40:00 AM,3259.1,3322.3,27.02,3317
04/30/25 1:50:00 AM,3255.9,3319.1,26.99,3315.8
04/30/25 2:00:00 AM,3254.7,3318.5,26.96,3317.2
04/30/25 2:10:00 AM,3254.7,3318.5,26.93,3319.2
04/30/25 2:20:00 AM,3255.9,3318.5,26.91,3320.6
04/30/25 2:30:00 AM,3254.7,3319.1,26.89,3322.5
04/30/25 2:40:00 AM,3254.7,3318.5,26.87,3323.2
04/30/25 2:50:00 AM,3251.6,3315.9,26.82,3324
04/30/25 3:00:00 AM,3248.4,3312.8,26.81,3321.6
04/30/25 3:10:00 AM,3250.3,3312.8,26.8,3322.2
04/30/25 3:20:00 AM,3245.3,3309,26.77,3320.4
04/30/25 3:30:00 AM,3242.2,3305.8,26.76,3317.9
04/30/25 3:40:00 AM,3239.1,3302.6,26.72,3317.4
04/30/25 3:50:00 AM,3242.2,3305.1,26.71,3320.5
04/30/25 4:00:00 AM,3239.7,3302.6,26.69,3319.4
04/30/25 4:10:00 AM,3233.5,3297.5,26.66,3316.3
04/30/25 4:20:00 AM,3232.2,3295,26.62,3316.5
04/30/25 4:30:00 AM,3222.9,3284.8,26.59,3308.2
04/30/25 4:40:00 AM,3225.4,3288,26.59,3311.4
04/30/25 4:50:00 AM,3222.9,3286.1,26.55,3312.2
04/30/25 5:00:00 AM,3210.4,3273.4,26.5,3302.8
04/30/25 5:10:00 AM,3210.4,3274.1,26.48,3304.8
04/30/25 5:20:00 AM,3198.6,3260.1,26.45,3292.7
04/30/25 5:30:00 AM,3201.7,3264.6,26.44,3297.9
04/30/25 5:40:00 AM,3201.1,3263.3,26.41,3298.6
04/30/25 5:50:00 AM,3200.4,3262,26.4,3298
04/30/25 6:00:00 AM,3201.7,3262.7,26.38,3300
04/30/25 6:10:00 AM,3196.1,3258.9,26.36,3297.5
04/30/25 6:20:00 AM,3193,3255.7,26.35,3294.9
04/30/25 6:30:00 AM,3194.2,3255.7,26.34,3295.6
04/30/25 6:40:00 AM,3185.5,3246.8,26.31,3288.6
04/30/25 6:50:00 AM,3185.5,3247.5,26.3,3290
04/30/25 7:00:00 AM,3186.8,3247.5,26.31,3289.3
04/30/25 7:10:00 AM,3194.8,3256.3,26.31,3298.2
04/30/25 7:20:00 AM,3194.2,3256.3,26.29,3299.5
04/30/25 7:30:00 AM,3182.4,3243,26.28,3286.7
04/30/25 7:40:00 AM,3188.6,3250,26.28,3293.8
04/30/25 7:50:00 AM,3193.6,3255.7,26.31,3297.5
04/30/25 8:00:00 AM,3188.6,3250.6,26.27,3295
04/30/25 8:10:00 AM,3175,3236.7,26.29,3279.5
04/30/25 8:20:00 AM,3165,3226.6,26.23,3273.3
04/30/25 8:30:00 AM,3161.3,3224.1,26.25,3269.4
04/30/25 8:40:00 AM,3166.3,3229.1,26.3,3271.1
04/30/25 8:50:00 AM,3175.6,3236.7,26.31,3278.1
04/30/25 9:00:00 AM,3170.6,3232.9,26.31,3274.2
04/30/25 9:10:00 AM,3173.7,3234.2,26.35,3272.8
04/30/25 9:20:00 AM,3176.8,3239.2,26.43,3272.5
04/30/25 9:30:00 AM,3179.3,3240.5,26.46,3271.7
04/30/25 9:40:00 AM,3184.9,3246.8,26.55,3272
04/30/25 9:50:00 AM,3195.5,3258.2,26.69,3274
04/30/25 10:00:00 AM,3209.8,3272.2,26.85,3277.3
04/30/25 10:10:00 AM,3214.8,3276.6,26.92,3277
04/30/25 10:20:00 AM,3221,3283.6,27.01,3277.9
04/30/25 10:30:00 AM,3224.1,3285.5,27.03,3278.4
04/30/25 10:40:00 AM,3234.7,3296.9,27.23,3276.4
04/30/25 10:50:00 AM,3242.8,3306.4,27.35,3277.8
04/30/25 11:00:00 AM,3246,3309.6,27.36,3280.3
04/30/25 11:10:00 AM,3254.1,3317.2,27.46,3281.1
04/30/25 11:20:00 AM,3257.2,3320.4,27.51,3280.9
04/30/25 11:30:00 AM,3265.3,3328,27.6,3282.4
04/30/25 11:40:00 AM,3276.6,3340.1,27.76,3283.7
04/30/25 11:50:00 AM,3292.2,3354,27.92,3286.7
04/30/25 12:00:00 PM,3298.5,3360.4,28.01,3287
04/30/25 12:10:00 PM,3319.2,3380.7,28.2,3294.2
04/30/25 12:20:00 PM,3327.4,3389.7,28.29,3297
04/30/25 12:30:00 PM,3336.8,3399.2,28.44,3296.3
04/30/25 12:40:00 PM,3358.2,3421.5,28.61,3306.6
04/30/25 12:50:00 PM,3368.9,3431.7,28.76,3306.5
04/30/25 1:00:00 PM,3374.6,3438.7,28.86,3306.7
04/30/25 1:10:00 PM,3374,3437.4,28.91,3302.1
04/30/25 1:20:00 PM,3379,3441.9,28.97,3302.5
04/30/25 1:30:00 PM,3390.4,3454,29.13,3303.6
04/30/25 1:40:00 PM,3391,3455.3,29.18,3301.5
04/30/25 1:50:00 PM,3397.3,3462.3,29.28,3301.6
04/30/25 2:00:00 PM,3399.2,3462.9,29.35,3297.6
04/30/25 2:10:00 PM,3394.8,3459.7,29.38,3292.6
04/30/25 2:20:00 PM,3415.7,3478.9,29.51,3302.4
04/30/25 2:30:00 PM,3427.1,3491.7,29.56,3311.2
04/30/25 2:40:00 PM,3425.8,3489.7,29.6,3306.7
04/30/25 2:50:00 PM,3414.4,3478.3,29.61,3295.2
04/30/25 3:00:00 PM,3421.4,3484.6,29.72,3294
04/30/25 3:10:00 PM,3425.8,3490.4,29.8,3294.3
04/30/25 3:20:00 PM,3443.6,3508.9,29.94,3302.7
04/30/25 3:30:00 PM,3455.6,3520.4,29.98,3310.9
04/30/25 3:40:00 PM,3439.1,3504.4,29.92,3299.7
04/30/25 3:50:00 PM,3439.1,3502.5,29.91,3298.5
04/30/25 4:00:00 PM,3442.9,3506.4,29.96,3298.9
04/30/25 4:10:00 PM,3457.5,3523,30.01,3311.3
04/30/25 4:20:00 PM,3446.1,3510.8,29.94,3304.3
04/30/25 4:30:00 PM,3448,3512.7,29.96,3304.8
04/30/25 4:40:00 PM,3438.5,3502.5,29.89,3299.7
04/30/25 4:50:00 PM,3451.2,3515.9,29.92,3310.4
04/30/25 5:00:00 PM,3438.5,3502.5,29.85,3302.3
04/30/25 5:10:00 PM,3423.9,3488.5,29.78,3293.6
04/30/25 5:20:00 PM,3417.6,3481.4,29.73,3290.1
04/30/25 5:30:00 PM,3408.1,3471.9,29.66,3285.6
04/30/25 5:40:00 PM,3391.7,3452.7,29.55,3274.5
04/30/25 5:50:00 PM,3393.6,3456.6,29.57,3276.9
04/30/25 6:00:00 PM,3379,3441.3,29.51,3266.2
04/30/25 6:10:00 PM,3377.1,3440,29.46,3268.2
04/30/25 6:20:00 PM,3375.9,3438.7,29.46,3266.9
04/30/25 6:30:00 PM,3363.3,3425.3,29.33,3262.5
04/30/25 6:40:00 PM,3372.7,3435.5,29.33,3272.2
04/30/25 6:50:00 PM,3372.7,3436.2,29.25,3278.1
04/30/25 7:00:00 PM,3360.1,3423.4,29.19,3269.7
04/30/25 7:10:00 PM,3367.7,3429.1,29.15,3277.7
04/30/25 7:20:00 PM,3348.8,3411.3,29.09,3264.6
04/30/25 7:30:00 PM,3334.9,3397.3,29.08,3251.8
04/30/25 7:40:00 PM,3336.2,3399.2,29.03,3256.8
04/30/25 7:50:00 PM,3309.8,3371.2,28.97,3233.8
04/30/25 8:00:00 PM,3306.7,3368.7,28.89,3236.6
04/30/25 8:10:00 PM,3302.3,3362.9,28.86,3232.9
04/30/25 8:20:00 PM,3292.2,3355.3,28.81,3228.8
04/30/25 8:30:00 PM,3284.7,3345.8,28.76,3222.8
04/30/25 8:40:00 PM,3303.5,3366.1,28.75,3243
04/30/25 8:50:00 PM,3303.5,3366.1,28.71,3245.6
04/30/25 9:00:00 PM,3296,3356.6,28.66,3239.6
04/30/25 9:10:00 PM,3291,3352.1,28.61,3238.5
04/30/25 9:20:00 PM,3281.6,3343.2,28.56,3233.1
04/30/25 9:30:00 PM,3280.3,3342,28.54,3233.2
04/30/25 9:40:00 PM,3274.1,3336.9,28.49,3231.5
04/30/25 9:50:00 PM,3272.8,3335.6,28.45,3232.8
04/30/25 10:00:00 PM,3269.7,3332.4,28.41,3232.3
04/30/25 10:10:00 PM,3271,3333.7,28.39,3234.8
04/30/25 10:20:00 PM,3268.5,3329.9,28.35,3233.7
04/30/25 10:30:00 PM,3263.4,3326.1,28.3,3233.2
04/30/25 10:40:00 PM,3258.4,3321,28.27,3230.2
04/30/25 10:50:00 PM,3269.7,3333.1,28.24,3243.9
04/30/25 11:00:00 PM,3255.3,3317.2,28.18,3232.3
04/30/25 11:10:00 PM,3244.7,3307.7,28.12,3226.9
04/30/25 11:20:00 PM,3242.2,3303.2,28.06,3226.4
04/30/25 11:30:00 PM,3242.2,3303.9,28.03,3229
04/30/25 11:40:00 PM,3242.2,3302,28.01,3228.4
04/30/25 11:50:00 PM,3246.6,3307,28.01,3233.3
05/01/25 12:00:00 AM,3241.6,3302.6,27.94,3233.5
05/01/25 12:10:00 AM,3242.2,3303.2,27.93,3234.7
05/01/25 12:20:00 AM,3242.2,3302.6,27.91,3235.4
05/01/25 12:30:00 AM,3239.1,3300.1,27.87,3235.6
05/01/25 12:40:00 AM,3239.1,3299.4,27.81,3238.8
05/01/25 12:50:00 AM,3236,3296.3,27.78,3237.7
05/01/25 1:00:00 AM,3236,3296.3,27.77,3238.3
05/01/25 1:10:00 AM,3234.1,3296.3,27.75,3239.6
05/01/25 1:20:00 AM,3236,3295.6,27.72,3240.9
05/01/25 1:30:00 AM,3232.8,3293.1,27.69,3240.3
05/01/25 1:40:00 AM,3229.7,3289.3,27.64,3239.9
05/01/25 1:50:00 AM,3228.5,3288,27.61,3240.5
05/01/25 2:00:00 AM,3223.5,3283.6,27.54,3240.8
05/01/25 2:10:00 AM,3221,3282.3,27.51,3241.4
05/01/25 2:20:00 AM,3219.1,3279.8,27.5,3239.6
05/01/25 2:30:00 AM,3217.3,3277.2,27.45,3240.3
05/01/25 2:40:00 AM,3214.1,3274.1,27.4,3240.5
05/01/25 2:50:00 AM,3211,3270.9,27.36,3240
05/01/25 3:00:00 AM,3206.7,3266.5,27.31,3238.9
05/01/25 3:10:00 AM,3205.4,3265.8,27.3,3238.8
05/01/25 3:20:00 AM,3205.4,3264.6,27.28,3238.9
05/01/25 3:30:00 AM,3203.6,3264.6,27.25,3240.9
05/01/25 3:40:00 AM,3201.1,3261.4,27.2,3241
05/01/25 3:50:00 AM,3199.2,3259.5,27.18,3240.4
05/01/25 4:00:00 AM,3198,3258.2,27.15,3241.1
05/01/25 4:10:00 AM,3193,3253.8,27.09,3240.6
05/01/25 4:20:00 AM,3189.2,3248.7,27.07,3236.9
05/01/25 4:30:00 AM,3187.4,3246.8,27.03,3237.6
05/01/25 4:40:00 AM,3184.3,3244.3,26.98,3238.4
05/01/25 4:50:00 AM,3179.9,3239.2,26.94,3235.9
05/01/25 5:00:00 AM,3183,3241.8,26.91,3240.5
05/01/25 5:10:00 AM,3172.5,3231.6,26.87,3232.9
05/01/25 5:20:00 AM,3168.1,3227.2,26.82,3231.8
05/01/25 5:30:00 AM,3167.5,3227.2,26.78,3234.4
05/01/25 5:40:00 AM,3167.5,3227.2,26.76,3235.7
05/01/25 5:50:00 AM,3167.5,3226,26.73,3236.5
05/01/25 6:00:00 AM,3163.8,3222.2,26.7,3234.7
05/01/25 6:10:00 AM,3160.7,3219.6,26.66,3234.7
05/01/25 6:20:00 AM,3146.4,3205.7,26.62,3223.4
05/01/25 6:30:00 AM,3160.1,3219,26.61,3237.4
05/01/25 6:40:00 AM,3157.6,3215.2,26.59,3234.9
05/01/25 6:50:00 AM,3150.1,3208.2,26.56,3229.8
05/01/25 7:00:00 AM,3144.6,3201.9,26.54,3224.8
05/01/25 7:10:00 AM,3155.7,3215.2,26.52,3239.5
05/01/25 7:20:00 AM,3152.6,3211.4,26.5,3236.9
05/01/25 7:30:00 AM,3152.6,3210.8,26.5,3236.3
05/01/25 7:40:00 AM,3152.6,3211.4,26.49,3237.6
05/01/25 7:50:00 AM,3151.4,3209.5,26.5,3235
05/01/25 8:00:00 AM,3152.6,3211.4,26.49,3237.5
05/01/25 8:10:00 AM,3155.7,3213.9,26.54,3236.7
05/01/25 8:20:00 AM,3142.1,3200.7,26.49,3226.7
05/01/25 8:30:00 AM,3142.7,3202.6,26.49,3228.6
05/01/25 8:40:00 AM,3138.4,3197.5,26.49,3223.4
05/01/25 8:50:00 AM,3139.6,3198.8,26.51,3223.4
05/01/25 9:00:00 AM,3141.5,3200,26.52,3223.9
05/01/25 9:10:00 AM,3144.6,3202.6,26.56,3223.9
05/01/25 9:20:00 AM,3148.9,3208.2,26.61,3226.2
05/01/25 9:30:00 AM,3153.9,3212.7,26.7,3224.7
05/01/25 9:40:00 AM,3150.8,3209.5,26.75,3218.2
05/01/25 9:50:00 AM,3157,3216.5,26.83,3219.9
05/01/25 10:00:00 AM,3166.9,3226,26.94,3222.1
05/01/25 10:10:00 AM,3167.5,3226.6,27.01,3218.1
05/01/25 10:20:00 AM,3175,3234.2,27.09,3220.3
05/01/25 10:30:00 AM,3178.1,3238,27.17,3218.8
05/01/25 10:40:00 AM,3187.4,3246.8,27.27,3221
05/01/25 10:50:00 AM,3194.8,3253.8,27.38,3220.7
05/01/25 11:00:00 AM,3205.4,3265.8,27.56,3220.8
05/01/25 11:10:00 AM,3211.6,3271.5,27.65,3220.5
05/01/25 11:20:00 AM,3217.9,3277.9,27.75,3220.2
05/01/25 11:30:00 AM,3227.2,3288,27.89,3221
05/01/25 11:40:00 AM,3236,3296.3,28.02,3220.7
05/01/25 11:50:00 AM,3242.8,3303.2,28.12,3220.9
05/01/25 12:00:00 PM,3258.4,3320.4,28.34,3223.4
05/01/25 12:10:00 PM,3272.2,3333.1,28.46,3227.9
05/01/25 12:20:00 PM,3277.2,3337.5,28.55,3226.4
05/01/25 12:30:00 PM,3286.6,3347.7,28.66,3229.1
05/01/25 12:40:00 PM,3302.3,3363.6,28.87,3230.9
05/01/25 12:50:00 PM,3314.8,3376.3,29.03,3232.7
05/01/25 1:00:00 PM,3324.3,3384.6,29.19,3230.4
05/01/25 1:10:00 PM,3333.7,3394.1,29.29,3233
05/01/25 1:20:00 PM,3343.7,3404.3,29.4,3235.7
05/01/25 1:30:00 PM,3348.1,3410,29.51,3234.1
05/01/25 1:40:00 PM,3353.2,3414.5,29.52,3237.7
05/01/25 1:50:00 PM,3360.7,3422.8,29.66,3236.6
05/01/25 2:00:00 PM,3360.7,3421.5,29.66,3235.3
05/01/25 2:10:00 PM,3365.8,3425.3,29.76,3232.5
05/01/25 2:20:00 PM,3372.7,3433,29.85,3234.1
05/01/25 2:30:00 PM,3353.2,3414.5,29.77,3221.7
05/01/25 2:40:00 PM,3364.5,3426,29.82,3229.3
05/01/25 2:50:00 PM,3379,3438.7,29.98,3231.1
05/01/25 3:00:00 PM,3367.7,3429.1,29.97,3222.7
05/01/25 3:10:00 PM,3375.9,3435.5,30.01,3226.2
05/01/25 3:20:00 PM,3368.3,3429.1,30.01,3220.2
05/01/25 3:30:00 PM,3377.1,3437.4,30.08,3223.5
05/01/25 3:40:00 PM,3375.9,3436.8,30.09,3222.3
05/01/25 3:50:00 PM,3382.2,3444.4,30.13,3226.9
05/01/25 4:00:00 PM,3385.3,3446.4,30.09,3231.3
05/01/25 4:10:00 PM,3382.8,3444.4,30.1,3228.7
05/01/25 4:20:00 PM,3374.6,3436.2,30.03,3225.4
05/01/25 4:30:00 PM,3366.4,3427.2,29.99,3219.5
05/01/25 4:40:00 PM,3366.4,3427.9,30.01,3218.9
05/01/25 4:50:00 PM,3357,3417,29.96,3211.7
05/01/25 5:00:00 PM,3366.4,3427.2,29.99,3219.4
05/01/25 5:10:00 PM,3352.6,3413.2,29.93,3210
05/01/25 5:20:00 PM,3347.5,3407.5,29.91,3205.9
05/01/25 5:30:00 PM,3351.3,3411.3,29.88,3211.3
05/01/25 5:40:00 PM,3330.5,3389.7,29.75,3199.1
05/01/25 5:50:00 PM,3333.7,3394.1,29.75,3203.3
05/01/25 6:00:00 PM,3321.1,3382.7,29.67,3197.5
05/01/25 6:10:00 PM,3327.4,3388.4,29.64,3204.8
05/01/25 6:20:00 PM,3319.2,3381.4,29.59,3201.3
05/01/25 6:30:00 PM,3307.3,3366.8,29.49,3193.7
05/01/25 6:40:00 PM,3305.4,3367.4,29.41,3199.3
05/01/25 6:50:00 PM,3305.4,3365.5,29.38,3199.4
05/01/25 7:00:00 PM,3297.9,3357.2,29.31,3195.9
05/01/25 7:10:00 PM,3286.6,3348.3,29.23,3192.5
05/01/25 7:20:00 PM,3297.9,3357.9,29.19,3204.1
05/01/25 7:30:00 PM,3292.9,3352.8,29.12,3203.7
05/01/25 7:40:00 PM,3279.1,3339.4,29.01,3197.8
05/01/25 7:50:00 PM,3282.2,3342.6,28.98,3202.8
05/01/25 8:00:00 PM,3279.1,3340.1,28.94,3202.9
05/01/25 8:10:00 PM,3264.7,3324.2,28.86,3192.7
05/01/25 8:20:00 PM,3254.1,3314.7,28.77,3189.3
05/01/25 8:30:00 PM,3244.7,3305.1,28.71,3183.8
05/01/25 8:40:00 PM,3237.2,3295.6,28.64,3179.1
05/01/25 8:50:00 PM,3228.5,3288,28.57,3176.2
05/01/25 9:00:00 PM,3216,3276.6,28.5,3169.6
05/01/25 9:10:00 PM,3212.3,3270.9,28.45,3167.2
05/01/25 9:20:00 PM,3204.2,3263.3,28.36,3165.6
05/01/25 9:30:00 PM,3206,3265.2,28.33,3169.3
05/01/25 9:40:00 PM,3193.6,3252.5,28.27,3160.7
05/01/25 9:50:00 PM,3193.6,3251.9,28.2,3164.6
05/01/25 10:00:00 PM,3186.1,3244.3,28.18,3158.4
05/01/25 10:10:00 PM,3175.6,3234.2,28.1,3153.6
05/01/25 10:20:00 PM,3156.3,3213.9,28.03,3138.3
05/01/25 10:30:00 PM,3151.4,3209.5,27.98,3137.1
05/01/25 10:40:00 PM,3143.9,3200.7,27.93,3131.6
05/01/25 10:50:00 PM,3138.4,3195.6,27.89,3129.1
05/01/25 11:00:00 PM,3135.3,3192.4,27.83,3129.8
05/01/25 11:10:00 PM,3139.6,3197.5,27.81,3136
05/01/25 11:20:00 PM,3134,3191.8,27.76,3133.6
05/01/25 11:30:00 PM,3129.1,3186.8,27.71,3131.8
05/01/25 11:40:00 PM,3123.5,3181.1,27.67,3128.7
05/01/25 11:50:00 PM,3119.2,3176.6,27.62,3127.4
05/02/25 12:00:00 AM,3120.4,3176.6,27.59,3129.3
05/02/25 12:10:00 AM,3114.9,3171,27.54,3127
05/02/25 12:20:00 AM,3108.7,3165.3,27.49,3124.5
05/02/25 12:30:00 AM,3105.6,3162.8,27.45,3124.5
05/02/25 12:40:00 AM,3105.6,3162.1,27.45,3123.8
05/02/25 12:50:00 AM,3104.4,3160.9,27.41,3125.2
05/02/25 1:00:00 AM,3103.1,3158.3,27.38,3124.5
05/02/25 1:10:00 AM,3098.2,3155.8,27.33,3125.2
05/02/25 1:20:00 AM,3101.3,3158.3,27.33,3127.6
05/02/25 1:30:00 AM,3101.3,3158.3,27.3,3129.5
05/02/25 1:40:00 AM,3096.9,3153.9,27.25,3128.3
05/02/25 1:50:00 AM,3095.7,3151.4,27.22,3127.7
05/02/25 2:00:00 AM,3092,3150.1,27.18,3129
05/02/25 2:10:00 AM,3092.6,3149.5,27.15,3130.3
05/02/25 2:20:00 AM,3090.8,3147.6,27.13,3129.6
05/02/25 2:30:00 AM,3089.5,3147,27.09,3131.6
05/02/25 2:40:00 AM,3086.5,3142.6,27.03,3131
05/02/25 2:50:00 AM,3086.5,3143.2,27.02,3132.2
05/02/25 3:00:00 AM,3082.1,3138.2,26.94,3132.3
05/02/25 3:10:00 AM,3083.4,3140,26.94,3134.1
05/02/25 3:20:00 AM,3082.1,3138.8,26.89,3136.1
05/02/25 3:30:00 AM,3079.1,3136.3,26.85,3136.2
05/02/25 3:40:00 AM,3079.1,3135.6,26.82,3137.4
05/02/25 3:50:00 AM,3077.8,3133.7,26.78,3138
05/02/25 4:00:00 AM,3077.8,3133.7,26.77,3138.6
05/02/25 4:10:00 AM,3074.7,3130,26.73,3137.5
05/02/25 4:20:00 AM,3073.5,3128.1,26.7,3137.5
05/02/25 4:30:00 AM,3070.4,3126.2,26.66,3138.1
05/02/25 4:40:00 AM,3067.3,3123.7,26.62,3138.2
05/02/25 4:50:00 AM,3064.9,3120.5,26.59,3136.9
05/02/25 5:00:00 AM,3064.9,3119.2,26.54,3138.8
05/02/25 5:10:00 AM,3058.7,3114.8,26.49,3137.6
05/02/25 5:20:00 AM,3055.7,3112.3,26.46,3137
05/02/25 5:30:00 AM,3057.5,3111.7,26.41,3139.6
05/02/25 5:40:00 AM,3058.7,3113.6,26.39,3142.8
05/02/25 5:50:00 AM,3050.1,3106,26.34,3138.3
05/02/25 6:00:00 AM,3050.1,3105.4,26.3,3140.3
05/02/25 6:10:00 AM,3051.3,3106.6,26.28,3142.8
05/02/25 6:20:00 AM,3047,3101.6,26.22,3141.6
05/02/25 6:30:00 AM,3047,3102.9,26.2,3144.2
05/02/25 6:40:00 AM,3039.7,3094.7,26.15,3139.1
05/02/25 6:50:00 AM,3049.5,3104.8,26.15,3149.3
05/02/25 7:00:00 AM,3047,3102.9,26.13,3148.7
05/02/25 7:10:00 AM,3051.3,3106,26.13,3151.8
05/02/25 7:20:00 AM,3051.3,3106,26.09,3154.4
05/02/25 7:30:00 AM,3052.6,3107.3,26.08,3156.4
05/02/25 7:40:00 AM,3045.8,3100.3,26.03,3152.5
05/02/25 7:50:00 AM,3042.7,3098.5,26.04,3150
05/02/25 8:00:00 AM,3045.8,3100.3,26.04,3151.8
05/02/25 8:10:00 AM,3042.7,3097.8,26.06,3147.9
05/02/25 8:20:00 AM,3034.1,3087.1,26.02,3139.7
05/02/25 8:30:00 AM,3037.2,3090.3,26.1,3137.7
05/02/25 8:40:00 AM,3038.4,3094.1,26.13,3139.6
05/02/25 8:50:00 AM,3038.4,3094.1,26.08,3142.8
05/02/25 9:00:00 AM,3038.4,3094.1,26.12,3140.2
05/02/25 9:10:00 AM,3040.3,3094.1,26.12,3140.2
05/02/25 9:20:00 AM,3040.3,3094.7,26.14,3139.4
05/02/25 9:30:00 AM,3041.5,3097.2,26.18,3139.4
05/02/25 9:40:00 AM,3047,3101,26.27,3137.3
05/02/25 9:50:00 AM,3047.7,3102.2,26.3,3136.6
05/02/25 10:00:00 AM,3053.2,3107.9,26.4,3135.9
05/02/25 10:10:00 AM,3053.8,3107.9,26.49,3130
05/02/25 10:20:00 AM,3062.4,3118.6,26.61,3133
05/02/25 10:30:00 AM,3068,3123,26.67,3133.6
05/02/25 10:40:00 AM,3074.1,3130.6,26.8,3132.8
05/02/25 10:50:00 AM,3080.3,3135.6,26.93,3129.4
